pref_code,fiscal_year,category,receipt_count,days
01,2016,医科入院,1715672,28140617
01,2017,医科入院,1733305,28364441
01,2018,医科入院,1725919,28146597
01,2019,医科入院,1713647,28013818
01,2020,医科入院,1584182,26339486
01,2021,医科入院,1575074,25902776
01,2022,医科入院,1557718,25405045
01,2023,医科入院,1607282,25929610
01,2024,医科入院,1623367,25967595
01,2025,医科入院,1499748,23842402
01,2016,医科入院外,41952663,63541038
01,2017,医科入院外,42049292,63023732
01,2018,医科入院外,42020621,62207263
01,2019,医科入院外,41771160,61225109
01,2020,医科入院外,38215350,55345893
01,2021,医科入院外,39389646,56503496
01,2022,医科入院外,40757644,57768293
01,2023,医科入院外,41923862,58892996
01,2024,医科入院外,41779048,58459443
01,2025,医科入院外,37452416,52049244
01,2016,歯科,8002662,16569164
01,2017,歯科,8186594,16522458
01,2018,歯科,8354806,16399510
01,2019,歯科,8569629,16425563
01,2020,歯科,8025928,15328056
01,2021,歯科,8375773,15252937
01,2022,歯科,8632244,15189591
01,2023,歯科,8817805,15091926
01,2024,歯科,9107403,15164358
01,2025,歯科,8410423,13661372
01,2016,総計,51761967,108881874
01,2017,総計,52069674,108608018
01,2018,総計,52212455,107526418
01,2019,総計,52175873,106524016
01,2020,総計,47963665,98030491
01,2021,総計,49492966,98821185
01,2022,総計,51114935,99666415
01,2023,総計,52534495,101419547
01,2024,総計,52718823,101352539
01,2025,総計,47578291,91397237
01,2016,訪問看護,90970,631055
01,2017,訪問看護,100483,697387
01,2018,訪問看護,111109,773048
01,2019,訪問看護,121437,859526
01,2020,訪問看護,138205,1017056
01,2021,訪問看護,152473,1161976
01,2022,訪問看護,167329,1303486
01,2023,訪問看護,185546,1505015
01,2024,訪問看護,209005,1761143
01,2025,訪問看護,215704,1844219
01,2016,調剤,29052842,35469504
01,2017,調剤,29222608,35440377
01,2018,調剤,29413653,35417484
01,2019,調剤,29396298,35161352
01,2020,調剤,27127440,31960554
01,2021,調剤,27964348,32881451
01,2022,調剤,28964277,33801700
01,2023,調剤,30457329,35655903
01,2024,調剤,30520557,35632519
01,2025,調剤,27462847,31833986
02,2016,医科入院,322364,5109026
02,2017,医科入院,321666,5066821
02,2018,医科入院,319564,5016124
02,2019,医科入院,313793,4919156
02,2020,医科入院,298903,4694878
02,2021,医科入院,294155,4576036
02,2022,医科入院,284626,4400428
02,2023,医科入院,294262,4589312
02,2024,医科入院,295765,4600868
02,2025,医科入院,271020,4194291
02,2016,医科入院外,11391762,18284497
02,2017,医科入院外,11341636,17854542
02,2018,医科入院外,11325149,17500208
02,2019,医科入院外,11255294,17120091
02,2020,医科入院外,10355901,15431651
02,2021,医科入院外,10523482,15476988
02,2022,医科入院外,10660459,15437625
02,2023,医科入院外,10893721,15706266
02,2024,医科入院外,10714786,15339283
02,2025,医科入院外,9626872,13648692
02,2016,歯科,1680517,3453526
02,2017,歯科,1694457,3391950
02,2018,歯科,1722472,3358603
02,2019,歯科,1780202,3357935
02,2020,歯科,1710009,3178665
02,2021,歯科,1733962,3094833
02,2022,歯科,1744633,3032760
02,2023,歯科,1781970,3014004
02,2024,歯科,1835964,3014712
02,2025,歯科,1702027,2721850
02,2016,総計,13418034,27011914
02,2017,総計,13382590,26488936
02,2018,総計,13394425,26065678
02,2019,総計,13378825,25597858
02,2020,総計,12396733,23537749
02,2021,総計,12585133,23399876
02,2022,総計,12725232,23150424
02,2023,総計,13008875,23626357
02,2024,総計,12886956,23286049
02,2025,総計,11639337,20886534
02,2016,訪問看護,23391,164865
02,2017,訪問看護,24831,175623
02,2018,訪問看護,27240,190743
02,2019,訪問看護,29536,200676
02,2020,訪問看護,31920,232555
02,2021,訪問看護,33534,252019
02,2022,訪問看護,35514,279611
02,2023,訪問看護,38922,316775
02,2024,訪問看護,40441,331186
02,2025,訪問看護,39418,321701
02,2016,調剤,8095805,10272764
02,2017,調剤,8183081,10284553
02,2018,調剤,8221418,10214793
02,2019,調剤,8189211,10078896
02,2020,調剤,7588037,9152133
02,2021,調剤,7710379,9264006
02,2022,調剤,7855720,9339911
02,2023,調剤,8180359,9779048
02,2024,調剤,8114419,9629926
02,2025,調剤,7338570,8641758
03,2016,医科入院,312983,4956243
03,2017,医科入院,312036,4907910
03,2018,医科入院,306361,4811034
03,2019,医科入院,299610,4734004
03,2020,医科入院,283373,4493350
03,2021,医科入院,285177,4486690
03,2022,医科入院,278462,4377821
03,2023,医科入院,281776,4419708
03,2024,医科入院,281901,4382382
03,2025,医科入院,261303,4030800
03,2016,医科入院外,10449573,15389971
03,2017,医科入院外,10412263,15184355
03,2018,医科入院外,10364574,14938750
03,2019,医科入院外,10284944,14648344
03,2020,医科入院外,9601682,13530341
03,2021,医科入院外,9733175,13580947
03,2022,医科入院外,9958066,13713125
03,2023,医科入院外,10081287,13832217
03,2024,医科入院外,10004061,13687896
03,2025,医科入院外,9023270,12267491
03,2016,歯科,1956192,3599284
03,2017,歯科,1976994,3560557
03,2018,歯科,1984242,3508057
03,2019,歯科,2005291,3463122
03,2020,歯科,1949810,3337131
03,2021,歯科,1973123,3272701
03,2022,歯科,1976735,3209147
03,2023,歯科,2014615,3197363
03,2024,歯科,2070336,3196729
03,2025,歯科,1915688,2879024
03,2016,総計,12734781,24053401
03,2017,総計,12718920,23773141
03,2018,総計,12675716,23399806
03,2019,総計,12612546,23001907
03,2020,総計,11860190,21546376
03,2021,総計,12020412,21551362
03,2022,総計,12245157,21531639
03,2023,総計,12412690,21704031
03,2024,総計,12394408,21563413
03,2025,総計,11237727,19475306
03,2016,訪問看護,16033,107903
03,2017,訪問看護,17627,120319
03,2018,訪問看護,20539,141965
03,2019,訪問看護,22701,156437
03,2020,訪問看護,25325,185554
03,2021,訪問看護,28937,211024
03,2022,訪問看護,31894,231546
03,2023,訪問看護,35012,254743
03,2024,訪問看護,38110,296406
03,2025,訪問看護,37466,297991
03,2016,調剤,7148206,8561279
03,2017,調剤,7290303,8702186
03,2018,調剤,7366612,8743606
03,2019,調剤,7385586,8701309
03,2020,調剤,6962831,8083814
03,2021,調剤,7059014,8165174
03,2022,調剤,7242587,8308083
03,2023,調剤,7453480,8592735
03,2024,調剤,7439109,8562291
03,2025,調剤,6768671,7750932
04,2016,医科入院,509467,7447798
04,2017,医科入院,516981,7530684
04,2018,医科入院,517725,7482321
04,2019,医科入院,514411,7420273
04,2020,医科入院,490330,7066955
04,2021,医科入院,489196,7038252
04,2022,医科入院,479733,6887253
04,2023,医科入院,498891,7135015
04,2024,医科入院,504441,7099419
04,2025,医科入院,466693,6528468
04,2016,医科入院外,19437632,28896792
04,2017,医科入院外,19547935,28782310
04,2018,医科入院外,19621236,28569243
04,2019,医科入院外,19440238,27978861
04,2020,医科入院外,17918677,25434317
04,2021,医科入院外,18646973,26237091
04,2022,医科入院外,19252940,26794015
04,2023,医科入院外,19821448,27334946
04,2024,医科入院外,19809789,27187505
04,2025,医科入院外,18002209,24525797
04,2016,歯科,4002278,7100358
04,2017,歯科,4074737,7088434
04,2018,歯科,4141666,7016890
04,2019,歯科,4243937,7002364
04,2020,歯科,4015012,6605974
04,2021,歯科,4212162,6675813
04,2022,歯科,4319634,6660698
04,2023,歯科,4422756,6672182
04,2024,歯科,4543264,6719696
04,2025,歯科,4225758,6131741
04,2016,総計,23986559,43687689
04,2017,総計,24182113,43684690
04,2018,総計,24325036,43372012
04,2019,総計,24246529,42736478
04,2020,総計,22476424,39487921
04,2021,総計,23406874,40388107
04,2022,総計,24118582,40858489
04,2023,総計,24817516,41752384
04,2024,総計,24942997,41763853
04,2025,総計,22781990,37978346
04,2016,訪問看護,37182,242741
04,2017,訪問看護,42460,283262
04,2018,訪問看護,44409,303558
04,2019,訪問看護,47943,334980
04,2020,訪問看護,52405,380675
04,2021,訪問看護,58543,436951
04,2022,訪問看護,66275,516523
04,2023,訪問看護,74421,610241
04,2024,訪問看護,85503,757233
04,2025,訪問看護,87330,792340
04,2016,調剤,13313120,16428249
04,2017,調剤,13436002,16467289
04,2018,調剤,13583181,16513778
04,2019,調剤,13617099,16407628
04,2020,調剤,12629295,14903115
04,2021,調剤,13169095,15504567
04,2022,調剤,13713667,16016863
04,2023,調剤,14438467,16925358
04,2024,調剤,14518116,16970838
04,2025,調剤,13311837,15460924
05,2016,医科入院,274905,4510258
05,2017,医科入院,271942,4448748
05,2018,医科入院,268908,4405268
05,2019,医科入院,266077,4360313
05,2020,医科入院,253119,4162828
05,2021,医科入院,254044,4140692
05,2022,医科入院,247014,4014917
05,2023,医科入院,250265,4040230
05,2024,医科入院,252591,3984964
05,2025,医科入院,230555,3642040
05,2016,医科入院外,8885941,13203727
05,2017,医科入院外,8798870,12927125
05,2018,医科入院外,8764533,12713318
05,2019,医科入院外,8677164,12435063
05,2020,医科入院外,8162816,11509505
05,2021,医科入院外,8248060,11524373
05,2022,医科入院外,8380063,11650879
05,2023,医科入院外,8456331,11590275
05,2024,医科入院外,8354559,11377674
05,2025,医科入院外,7516505,10146837
05,2016,歯科,1527187,2898611
05,2017,歯科,1547131,2876461
05,2018,歯科,1559452,2843309
05,2019,歯科,1594991,2824098
05,2020,歯科,1531827,2672776
05,2021,歯科,1546847,2612242
05,2022,歯科,1558804,2570437
05,2023,歯科,1581304,2539233
05,2024,歯科,1611094,2517363
05,2025,歯科,1473376,2255455
05,2016,総計,10696831,20672624
05,2017,総計,10627273,20317362
05,2018,総計,10603143,20033423
05,2019,総計,10549730,19699134
05,2020,総計,9960881,18437815
05,2021,総計,10063941,18389047
05,2022,総計,10203129,18372608
05,2023,総計,10306533,18319678
05,2024,総計,10239846,18057556
05,2025,総計,9243298,16234424
05,2016,訪問看護,8798,60028
05,2017,訪問看護,9330,65028
05,2018,訪問看護,10250,71528
05,2019,訪問看護,11498,79660
05,2020,訪問看護,13119,92706
05,2021,訪問看護,14990,111740
05,2022,訪問看護,17248,136375
05,2023,訪問看護,18633,149940
05,2024,訪問看護,21602,177555
05,2025,訪問看護,22862,190092
05,2016,調剤,6489840,7959058
05,2017,調剤,6445649,7845434
05,2018,調剤,6427854,7763995
05,2019,調剤,6386064,7658408
05,2020,調剤,6035353,7128317
05,2021,調剤,6095132,7175847
05,2022,調剤,6173632,7217839
05,2023,調剤,6315653,7390902
05,2024,調剤,6255254,7285768
05,2025,調剤,5667027,6565713
06,2016,医科入院,282410,4397131
06,2017,医科入院,283209,4396297
06,2018,医科入院,281585,4400857
06,2019,医科入院,277856,4339534
06,2020,医科入院,258702,4083744
06,2021,医科入院,258446,4064907
06,2022,医科入院,253762,4001879
06,2023,医科入院,259535,4056194
06,2024,医科入院,258590,4015080
06,2025,医科入院,234006,3624254
06,2016,医科入院外,10126515,15279889
06,2017,医科入院外,10085315,15029396
06,2018,医科入院外,10076379,14865389
06,2019,医科入院外,9989214,14576669
06,2020,医科入院外,9304312,13354447
06,2021,医科入院外,9568791,13657927
06,2022,医科入院外,9815317,13918415
06,2023,医科入院外,9939459,13915544
06,2024,医科入院外,9892394,13756920
06,2025,医科入院外,8876874,12230842
06,2016,歯科,1972193,3349798
06,2017,歯科,1990117,3318081
06,2018,歯科,2011337,3280674
06,2019,歯科,2046491,3268126
06,2020,歯科,1927847,3039151
06,2021,歯科,2006165,3057558
06,2022,歯科,2019691,3010048
06,2023,歯科,2055474,2998067
06,2024,歯科,2085155,2982336
06,2025,歯科,1935298,2712861
06,2016,総計,12396739,23122499
06,2017,総計,12375779,22851837
06,2018,総計,12387727,22662915
06,2019,総計,12333864,22319441
06,2020,総計,11513088,20633911
06,2021,総計,11858783,20963278
06,2022,総計,12116572,21134211
06,2023,総計,12284788,21193338
06,2024,総計,12267950,20985254
06,2025,総計,11077810,18800043
06,2016,訪問看護,15621,95681
06,2017,訪問看護,17138,108063
06,2018,訪問看護,18426,115995
06,2019,訪問看護,20303,135112
06,2020,訪問看護,22227,156569
06,2021,訪問看護,25381,182886
06,2022,訪問看護,27802,203869
06,2023,訪問看護,30320,223533
06,2024,訪問看護,31811,230918
06,2025,訪問看護,31632,232086
06,2016,調剤,6421398,7854693
06,2017,調剤,6442313,7823603
06,2018,調剤,6486079,7818452
06,2019,調剤,6499761,7777152
06,2020,調剤,6132211,7211677
06,2021,調剤,6330606,7440100
06,2022,調剤,6588161,7695141
06,2023,調剤,6828222,7995253
06,2024,調剤,6845922,7979881
06,2025,調剤,6169715,7137321
07,2016,医科入院,447294,6918414
07,2017,医科入院,447741,6865848
07,2018,医科入院,444515,6782420
07,2019,医科入院,441085,6717123
07,2020,医科入院,414350,6282645
07,2021,医科入院,404059,6142699
07,2022,医科入院,402232,6022686
07,2023,医科入院,411444,6123899
07,2024,医科入院,414754,6068471
07,2025,医科入院,377447,5498076
07,2016,医科入院外,16025704,23721712
07,2017,医科入院外,15987893,23402757
07,2018,医科入院外,15953700,23094233
07,2019,医科入院外,15710528,22466316
07,2020,医科入院外,14400338,20343650
07,2021,医科入院外,14827993,20838220
07,2022,医科入院外,15246279,21283777
07,2023,医科入院外,15507453,21383719
07,2024,医科入院外,15362483,21084285
07,2025,医科入院外,13828553,18823187
07,2016,歯科,2953656,5560703
07,2017,歯科,2995530,5538067
07,2018,歯科,3042052,5514350
07,2019,歯科,3114965,5504544
07,2020,歯科,2967992,5224612
07,2021,歯科,3082657,5224003
07,2022,歯科,3116964,5132926
07,2023,歯科,3186541,5125602
07,2024,歯科,3242400,5099329
07,2025,歯科,2979084,4575363
07,2016,総計,19450246,36334591
07,2017,総計,19458674,35956893
07,2018,総計,19469995,35557732
07,2019,総計,19300214,34871204
07,2020,総計,17818697,32050314
07,2021,総計,18354682,32434489
07,2022,総計,18810044,32705197
07,2023,総計,19159203,32974450
07,2024,総計,19080291,32654449
07,2025,総計,17247500,29315678
07,2016,訪問看護,23592,133762
07,2017,訪問看護,27510,150221
07,2018,訪問看護,29728,166729
07,2019,訪問看護,33636,183221
07,2020,訪問看護,36017,199407
07,2021,訪問看護,39973,229567
07,2022,訪問看護,44569,265808
07,2023,訪問看護,53765,341230
07,2024,訪問看護,60654,402364
07,2025,訪問看護,62416,419052
07,2016,調剤,10339635,12592199
07,2017,調剤,10429753,12612137
07,2018,調剤,10483746,12584871
07,2019,調剤,10447586,12433078
07,2020,調剤,9667380,11301847
07,2021,調剤,9940853,11610018
07,2022,調剤,10248881,11879045
07,2023,調剤,10677823,12428732
07,2024,調剤,10814931,12556122
07,2025,調剤,9811474,11308533
08,2016,医科入院,596123,9037791
08,2017,医科入院,600325,9074610
08,2018,医科入院,596978,9031875
08,2019,医科入院,593614,8971778
08,2020,医科入院,572359,8499624
08,2021,医科入院,565996,8432986
08,2022,医科入院,556164,8287670
08,2023,医科入院,572245,8528563
08,2024,医科入院,570635,8393626
08,2025,医科入院,525176,7669376
08,2016,医科入院外,21584753,32625388
08,2017,医科入院外,21728447,32520004
08,2018,医科入院外,21771829,32247506
08,2019,医科入院外,21598770,31714847
08,2020,医科入院外,19743833,28694952
08,2021,医科入院外,20760729,29967471
08,2022,医科入院外,21640542,30942949
08,2023,医科入院外,22246445,31512141
08,2024,医科入院外,22317406,31455133
08,2025,医科入院外,20162455,28225478
08,2016,歯科,4763341,8729432
08,2017,歯科,4870415,8712562
08,2018,歯科,4949706,8691338
08,2019,歯科,5047386,8635756
08,2020,歯科,4751586,8142032
08,2021,歯科,5021389,8259432
08,2022,歯科,5118398,8197347
08,2023,歯科,5240233,8195612
08,2024,歯科,5326800,8173448
08,2025,歯科,4935887,7422100
08,2016,総計,26976696,50593616
08,2017,総計,27236298,50542606
08,2018,総計,27359684,50230089
08,2019,総計,27285594,49621508
08,2020,総計,25121338,45714729
08,2021,総計,26410243,47119487
08,2022,総計,27388189,47984868
08,2023,総計,28144954,48931450
08,2024,総計,28314642,48859020
08,2025,総計,25725708,44174331
08,2016,訪問看護,32479,201005
08,2017,訪問看護,37111,235430
08,2018,訪問看護,41171,259370
08,2019,訪問看護,45824,299127
08,2020,訪問看護,53560,378121
08,2021,訪問看護,62129,459598
08,2022,訪問看護,73085,556902
08,2023,訪問看護,86031,695134
08,2024,訪問看護,99801,836813
08,2025,訪問看護,102190,857377
08,2016,調剤,14079487,17271475
08,2017,調剤,14280904,17397796
08,2018,調剤,14510056,17539449
08,2019,調剤,14595306,17539544
08,2020,調剤,13504821,15996922
08,2021,調剤,14226496,16792974
08,2022,調剤,14972756,17546341
08,2023,調剤,15742258,18468292
08,2024,調剤,15965065,18683172
08,2025,調剤,14470488,16807619
09,2016,医科入院,424777,6569240
09,2017,医科入院,428485,6613930
09,2018,医科入院,424397,6551882
09,2019,医科入院,425322,6521790
09,2020,医科入院,406346,6177375
09,2021,医科入院,405064,6154215
09,2022,医科入院,403556,6086770
09,2023,医科入院,411520,6182996
09,2024,医科入院,415656,6166000
09,2025,医科入院,378967,5563679
09,2016,医科入院外,16358552,25488076
09,2017,医科入院外,16400374,25223570
09,2018,医科入院外,16473020,25020831
09,2019,医科入院外,16327342,24488930
09,2020,医科入院外,15003894,22203851
09,2021,医科入院外,15706346,23059209
09,2022,医科入院外,16286907,23613078
09,2023,医科入院外,16694235,23994874
09,2024,医科入院外,16736190,23941943
09,2025,医科入院外,15174167,21522147
09,2016,歯科,3281552,6067904
09,2017,歯科,3340383,6092439
09,2018,歯科,3405555,6095344
09,2019,歯科,3482379,6098934
09,2020,歯科,3312319,5781348
09,2021,歯科,3499150,5864933
09,2022,歯科,3555969,5829839
09,2023,歯科,3662451,5842810
09,2024,歯科,3767838,5876777
09,2025,歯科,3527535,5380935
09,2016,総計,20084758,38263901
09,2017,総計,20192040,38090471
09,2018,総計,20329404,37856719
09,2019,総計,20265520,37335598
09,2020,総計,18760622,34447081
09,2021,総計,19656504,35427389
09,2022,総計,20300052,35934002
09,2023,総計,20833246,36527969
09,2024,総計,20995192,36593417
09,2025,総計,19157659,33114559
09,2016,訪問看護,19877,138681
09,2017,訪問看護,22798,160532
09,2018,訪問看護,26432,188662
09,2019,訪問看護,30477,225944
09,2020,訪問看護,38063,284507
09,2021,訪問看護,45944,349032
09,2022,訪問看護,53620,404315
09,2023,訪問看護,65040,507289
09,2024,訪問看護,75508,608697
09,2025,訪問看護,76990,647798
09,2016,調剤,9229365,11687504
09,2017,調剤,9444970,11843367
09,2018,調剤,9585107,11903504
09,2019,調剤,9589354,11792085
09,2020,調剤,9176020,11048798
09,2021,調剤,9675538,11607692
09,2022,調剤,10180744,12115121
09,2023,調剤,10682057,12735003
09,2024,調剤,10784962,12832761
09,2025,調剤,9856298,11628808
10,2016,医科入院,475279,7346546
10,2017,医科入院,477505,7351822
10,2018,医科入院,476472,7321850
10,2019,医科入院,468918,7253343
10,2020,医科入院,443600,6899192
10,2021,医科入院,449997,6917897
10,2022,医科入院,450414,6881399
10,2023,医科入院,452673,6947826
10,2024,医科入院,458047,6981758
10,2025,医科入院,417411,6327499
10,2016,医科入院外,16438064,25393488
10,2017,医科入院外,16496435,25234174
10,2018,医科入院外,16498255,24940613
10,2019,医科入院外,16346952,24467322
10,2020,医科入院外,14943679,22070366
10,2021,医科入院外,15718041,23034269
10,2022,医科入院外,16296479,23696613
10,2023,医科入院外,16676063,24058011
10,2024,医科入院外,16621098,23907226
10,2025,医科入院外,15005004,21486022
10,2016,歯科,3310697,6376158
10,2017,歯科,3372492,6329509
10,2018,歯科,3424541,6290208
10,2019,歯科,3520878,6302433
10,2020,歯科,3302660,5888787
10,2021,歯科,3493083,5973091
10,2022,歯科,3583195,5969978
10,2023,歯科,3695311,5988413
10,2024,歯科,3791892,5977218
10,2025,歯科,3554942,5479500
10,2016,総計,20253040,39335350
10,2017,総計,20377995,39156544
10,2018,総計,20434455,38824371
10,2019,総計,20375771,38336745
10,2020,総計,18735749,35249532
10,2021,総計,19715693,36412279
10,2022,総計,20395213,37125379
10,2023,総計,20897949,37689505
10,2024,総計,20957320,37703655
10,2025,総計,19066231,34172200
10,2016,訪問看護,29000,219158
10,2017,訪問看護,31563,241039
10,2018,訪問看護,35187,271700
10,2019,訪問看護,39023,313647
10,2020,訪問看護,45810,391187
10,2021,訪問看護,54572,487022
10,2022,訪問看護,65125,577389
10,2023,訪問看護,73902,695255
10,2024,訪問看護,86283,837453
10,2025,訪問看護,88874,879179
10,2016,調剤,8410623,10574354
10,2017,調剤,8660092,10799255
10,2018,調剤,8798722,10901895
10,2019,調剤,8844525,10871038
10,2020,調剤,8284768,9990777
10,2021,調剤,8807904,10595997
10,2022,調剤,9271100,11083436
10,2023,調剤,9805660,11753972
10,2024,調剤,9944995,11883187
10,2025,調剤,9032344,10720671
11,2016,医科入院,1254933,18986642
11,2017,医科入院,1276805,19252945
11,2018,医科入院,1287431,19362044
11,2019,医科入院,1296039,19523607
11,2020,医科入院,1233006,18429868
11,2021,医科入院,1238538,18335123
11,2022,医科入院,1245590,18402752
11,2023,医科入院,1280020,18921930
11,2024,医科入院,1310807,19232619
11,2025,医科入院,1219124,17846234
11,2016,医科入院外,52172262,82149085
11,2017,医科入院外,52913611,82506521
11,2018,医科入院外,53380767,82445636
11,2019,医科入院外,53346255,81632151
11,2020,医科入院外,48254888,72939046
11,2021,医科入院外,51881000,77995789
11,2022,医科入院外,54375130,80767636
11,2023,医科入院外,56651052,82919230
11,2024,医科入院外,57315011,83603495
11,2025,医科入院外,52064384,75570598
11,2016,歯科,12713758,23174627
11,2017,歯科,13059700,23329572
11,2018,歯科,13346508,23390424
11,2019,歯科,13708962,23450531
11,2020,歯科,12667992,21774917
11,2021,歯科,13789729,22723724
11,2022,歯科,14207668,22777396
11,2023,歯科,14667708,22943154
11,2024,歯科,15092847,23075862
11,2025,歯科,14121980,21175281
11,2016,総計,66248104,125015561
11,2017,総計,67374102,125927088
11,2018,総計,68158040,126195767
11,2019,総計,68516906,125779151
11,2020,総計,62347948,114567127
11,2021,総計,67137550,120811953
11,2022,総計,70094423,124067831
11,2023,総計,72910614,127434276
11,2024,総計,74083594,129127699
11,2025,総計,67780407,117978603
11,2016,訪問看護,107151,705207
11,2017,訪問看護,123986,838050
11,2018,訪問看護,143334,997663
11,2019,訪問看護,165650,1172862
11,2020,訪問看護,192062,1423296
11,2021,訪問看護,228283,1757317
11,2022,訪問看護,266035,2120047
11,2023,訪問看護,311834,2649962
11,2024,訪問看護,364929,3215723
11,2025,訪問看護,374919,3386490
11,2016,調剤,34979043,43485591
11,2017,調剤,36013702,44451452
11,2018,調剤,36691098,45014308
11,2019,調剤,37023433,45086382
11,2020,調剤,33857745,40513001
11,2021,調剤,36195656,43177257
11,2022,調剤,38301999,45371079
11,2023,調剤,41237864,48867173
11,2024,調剤,42104870,49823550
11,2025,調剤,38399349,45148877
12,2016,医科入院,1190905,17352382
12,2017,医科入院,1204590,17532292
12,2018,医科入院,1213041,17663362
12,2019,医科入院,1214937,17772388
12,2020,医科入院,1177096,17064199
12,2021,医科入院,1162657,17008492
12,2022,医科入院,1161694,16954520
12,2023,医科入院,1195865,17397029
12,2024,医科入院,1220776,17557301
12,2025,医科入院,1127635,16086805
12,2016,医科入院外,45329865,69678872
12,2017,医科入院外,45793721,69808729
12,2018,医科入院外,46095436,69545011
12,2019,医科入院外,45790329,68316788
12,2020,医科入院外,41215307,60927047
12,2021,医科入院外,44178564,65032788
12,2022,医科入院外,46293237,67502935
12,2023,医科入院外,48261455,69451768
12,2024,医科入院外,48857967,70023427
12,2025,医科入院外,44258709,63143265
12,2016,歯科,11090699,19945144
12,2017,歯科,11381964,20073400
12,2018,歯科,11633378,20098603
12,2019,歯科,11891118,20035234
12,2020,歯科,11007601,18601903
12,2021,歯科,11998304,19388334
12,2022,歯科,12376136,19469400
12,2023,歯科,12762070,19605348
12,2024,歯科,13119417,19729328
12,2025,歯科,12252140,18091961
12,2016,総計,57691525,107522051
12,2017,総計,58471756,108037420
12,2018,総計,59046291,108033625
12,2019,総計,59015664,106959669
12,2020,総計,53538263,97606753
12,2021,総計,57504179,102663669
12,2022,総計,60025015,105446881
12,2023,総計,62446138,108323462
12,2024,総計,63461991,109593970
12,2025,総計,57914487,99796355
12,2016,訪問看護,80056,545653
12,2017,訪問看護,91481,622999
12,2018,訪問看護,104436,726649
12,2019,訪問看護,119280,835259
12,2020,訪問看護,138259,1013604
12,2021,訪問看護,164654,1234055
12,2022,訪問看護,193948,1520026
12,2023,訪問看護,226748,1869317
12,2024,訪問看護,263831,2283914
12,2025,訪問看護,276003,2474324
12,2016,調剤,30628199,37404388
12,2017,調剤,31249731,37918187
12,2018,調剤,31628757,38131131
12,2019,調剤,31666087,37887836
12,2020,調剤,28792435,33915322
12,2021,調剤,30702725,36053349
12,2022,調剤,32483492,37905440
12,2023,調剤,34756245,40543004
12,2024,調剤,35541652,41415145
12,2025,調剤,32299791,37420769
13,2016,医科入院,2739131,37290834
13,2017,医科入院,2770609,37600060
13,2018,医科入院,2783998,37647162
13,2019,医科入院,2784454,37849972
13,2020,医科入院,2618046,34974562
13,2021,医科入院,2582442,34938849
13,2022,医科入院,2609852,34893157
13,2023,医科入院,2680679,35973856
13,2024,医科入院,2728625,36195555
13,2025,医科入院,2533821,33255227
13,2016,医科入院外,117430648,183077187
13,2017,医科入院外,119493872,184416193
13,2018,医科入院外,120899600,184346079
13,2019,医科入院外,120621923,181862798
13,2020,医科入院外,106352791,158719251
13,2021,医科入院外,114982790,171602592
13,2022,医科入院外,121066967,178997633
13,2023,医科入院外,127774561,185126440
13,2024,医科入院外,130121650,187412784
13,2025,医科入院外,118731445,169975006
13,2016,歯科,28542846,51874622
13,2017,歯科,29237877,52046897
13,2018,歯科,29827019,51975555
13,2019,歯科,30426004,51904786
13,2020,歯科,27397026,47070783
13,2021,歯科,29959633,49333349
13,2022,歯科,30928852,49520626
13,2023,歯科,32077659,50195277
13,2024,歯科,32989027,50563795
13,2025,歯科,30843091,46431082
13,2016,総計,149033640,274282709
13,2017,総計,151874143,276430202
13,2018,総計,153935758,276717835
13,2019,総計,154300374,274710507
13,2020,総計,136932722,244648352
13,2021,総計,148149002,260193500
13,2022,総計,155309556,268328529
13,2023,総計,163320418,277016565
13,2024,総計,166718714,280780151
13,2025,総計,153009245,256558389
13,2016,訪問看護,321015,2040066
13,2017,訪問看護,371785,2367052
13,2018,訪問看護,425141,2749039
13,2019,訪問看護,467993,3092951
13,2020,訪問看護,564859,3883756
13,2021,訪問看護,624137,4318710
13,2022,訪問看護,703885,4917113
13,2023,訪問看護,787519,5720992
13,2024,訪問看護,879412,6608017
13,2025,訪問看護,900888,6897074
13,2016,調剤,80060938,100214038
13,2017,調剤,82102393,101992644
13,2018,調剤,83383183,102709720
13,2019,調剤,83681349,102295353
13,2020,調剤,74158910,89172629
13,2021,調剤,79344821,95176705
13,2022,調剤,84148694,100148415
13,2023,調剤,91165056,108328704
13,2024,調剤,93182025,110509848
13,2025,調剤,84733990,99833471
14,2016,医科入院,1609535,22065972
14,2017,医科入院,1637388,22352048
14,2018,医科入院,1654328,22581212
14,2019,医科入院,1648899,22617911
14,2020,医科入院,1585105,21365838
14,2021,医科入院,1574151,21416284
14,2022,医科入院,1593501,21443223
14,2023,医科入院,1638395,22329095
14,2024,医科入院,1662992,22485521
14,2025,医科入院,1532056,20629026
14,2016,医科入院外,70456092,110173267
14,2017,医科入院外,71444140,110643073
14,2018,医科入院外,72268862,110736063
14,2019,医科入院外,72109681,109463514
14,2020,医科入院外,65129818,97931658
14,2021,医科入院外,70023915,105057093
14,2022,医科入院外,73278601,108838738
14,2023,医科入院外,76799379,112329069
14,2024,医科入院外,78015397,113650578
14,2025,医科入院外,70940332,102783023
14,2016,歯科,15959595,29228932
14,2017,歯科,16376676,29338169
14,2018,歯科,16739588,29452315
14,2019,歯科,17174591,29503473
14,2020,歯科,15870640,27392776
14,2021,歯科,17336587,28637314
14,2022,歯科,17914526,28789326
14,2023,歯科,18552390,29142027
